source_id	ONCpc2	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	F336W	e_F336W	f_F336W	F439W	e_F439W	f_F439W	F656N	e_F656N	f_F656N	F814W	e_F814W	f_F814W
1668	534	83.71135	-5.450294	1	0	05 34 50.724	-05 27 01.06	16.5472	0.0113	1	16.9277	0.0139	1	12.6531	0.0105	1	13.2174	0.0105	1
1784	535	83.718137	-5.416828	1	0	05 34 52.353	-05 25 00.58	       	21.7407	2	       	21.5473	2	17.4967	0.0731	1	15.879	0.0166	1
1831	536	83.721096	-5.440992	1	1	05 34 53.063	-05 26 27.57	21.0067	0.089	1	       	21.6141	2	16.6283	0.0516	1	17.5062	0.046	1
1833	537	83.72125	-5.449839	1	0	05 34 53.100	-05 26 59.42	       	       	0	       	       	0	       	19.7959	2	18.6483	0.0847	1
1863	538	83.723267	-5.443644	1	1	05 34 53.584	-05 26 37.12	22.1395	0.241	1	20.6303	0.1051	1	16.8176	0.0583	1	15.6069	0.0152	1
1934	539	83.728437	-5.420122	1	0	05 34 54.825	-05 25 12.44	19.8618	0.0531	1	21.0945	0.12	1	15.3441	0.0211	1	15.5602	0.0142	1
1950	540	83.730129	-5.419106	1	0	05 34 55.231	-05 25 08.78	       	21.7079	2	       	22.3883	2	       	18.6955	2	19.4068	0.1095	1
1940	541	83.729383	-5.424842	1	0	05 34 55.052	-05 25 29.43	19.7649	0.0479	1	18.8486	0.0322	1	15.0809	0.0168	1	14.1526	0.0111	1
2142	542	83.742783	-5.425886	1	0	05 34 58.268	-05 25 33.19	20.6313	0.0875	1	19.9633	0.0631	1	15.8795	0.0393	1	14.5355	0.0118	1
2049	543	83.736462	-5.443647	1	1	05 34 56.751	-05 26 37.13	20.9909	0.0953	1	19.9159	0.0573	1	16.186	0.0334	1	15.0638	0.0128	1
2134	544	83.742333	-5.443092	1	1	05 34 58.160	-05 26 35.13	21.7877	0.1826	1	21.5799	0.2319	1	16.6411	0.0621	1	17.9899	0.0647	1
2208	545	83.748388	-5.427789	1	0	05 34 59.613	-05 25 40.04	17.7758	0.0177	1	17.1462	0.0161	1	13.6569	0.013	1	13.4111	0.011	1
2330	546	83.756558	-5.426083	1	0	05 35 01.574	-05 25 33.90	21.3335	0.2048	1	20.8309	0.1041	1	18.654	0.2393	1	15.6194	0.0146	1
2507	547	83.7669	-5.44365	1	1	05 35 04.056	-05 26 37.14	18.4518	0.0261	1	17.8414	0.0217	1	14.2594	0.0149	1	13.7308	0.0111	1
2543	548	83.768417	-5.424278	1	0	05 35 04.420	-05 25 27.40	21.134	0.162	1	       	21.379	2	15.5738	0.0673	1	19.9538	0.2059	1
2344	549	83.757113	-5.452761	1	1	05 35 01.707	-05 27 09.94	       	21.6048	2	21.9455	0.2582	1	       	18.1849	2	16.1551	0.0177	1
2385	550	83.759146	-5.443164	1	0	05 35 02.195	-05 26 35.39	       	21.164	2	       	21.5789	2	16.1292	0.0467	1	16.4705	0.0239	1
2338	551	83.756929	-5.4434	1	1	05 35 01.663	-05 26 36.24	19.2964	0.0443	1	20.4329	0.0834	1	14.9796	0.0202	1	16.6322	0.0238	1
2602	552	83.770558	-5.415736	1	0	05 35 04.934	-05 24 56.65	19.0812	0.0599	1	20.3482	0.1619	1	14.5549	0.0283	1	18.7988	0.1374	1
2466	553	83.764271	-5.436111	1	1	05 35 03.425	-05 26 10.00	       	21.2367	2	21.5641	0.1928	1	17.8431	0.2277	1	16.087	0.0174	1
2375	554	83.758775	-5.443942	1	0	05 35 02.106	-05 26 38.19	       	21.2055	2	21.8479	0.2892	1	17.1667	0.0741	1	15.7966	0.0171	1
2328	555	83.756429	-5.443469	1	0	05 35 01.543	-05 26 36.49	       	21.2761	2	       	21.4702	2	19.0544	0.2655	1	19.6205	0.1709	1
2226	556	83.750508	-5.421275	2	0	05 35 00.122	-05 25 16.59	11.1375	0.0104	1	10.9083	0.0105	1	10.3393	0.0105	1	10.1054	0.0102	1
2226	556	83.750508	-5.421275	2	0	05 35 00.122	-05 25 16.59	12.1318	0.0115	1	11.8759	0.0104	1	10.8361	0.0113	1	10.7003	0.0103	1
2391	558	83.758638	-5.443414	1	1	05 35 02.073	-05 26 36.29	16.8746	0.0139	1	16.4079	0.0128	1	13.1104	0.0114	1	12.6874	0.0105	1
2662	559	83.772725	-5.432181	1	0	05 35 05.454	-05 25 55.85	21.5843	0.2114	1	21.1098	0.1545	1	17.459	0.1165	1	15.9398	0.0175	1
2588	560	83.769783	-5.443886	1	1	05 35 04.748	-05 26 37.99	18.1044	0.0216	1	17.7054	0.0196	1	14.1667	0.0134	1	13.6838	0.011	1
2630	561	83.771604	-5.434361	1	0	05 35 05.185	-05 26 03.70	21.68	0.2286	1	21.3097	0.1782	1	17.1445	0.0852	1	15.7482	0.0162	1
2630	562	83.771596	-5.434194	1	0	05 35 05.183	-05 26 03.10	       	21.4079	2	       	       	0	       	18.1482	2	18.3584	0.0898	1
2728	563	83.7739	-5.440597	1	0	05 35 05.736	-05 26 26.15	18.8095	0.0395	1	17.8516	0.0222	1	14.3359	0.0152	1	13.485	0.0111	1
2680	564	83.772513	-5.454719	1	0	05 35 05.403	-05 27 16.99	16.2103	0.0114	1	15.9881	0.0119	1	12.2325	0.0113	1	13.008	0.0106	1
2724	565	83.77435	-5.450428	1	0	05 35 05.844	-05 27 01.54	19.803	0.051	1	18.7703	0.0325	1	15.0308	0.0286	1	13.9931	0.0112	1
2815	566	83.778771	-5.4335	1	0	05 35 06.905	-05 26 00.60	20.5734	0.1554	1	21.122	0.1598	1	15.3862	0.046	1	16.0353	0.0182	1
2726	567	83.774517	-5.452497	1	0	05 35 05.884	-05 27 08.99	20.9562	0.1091	1	20.6586	0.0977	1	15.9686	0.0479	1	15.253	0.0136	1
2666	568	83.772883	-5.464497	2	0	05 35 05.492	-05 27 52.19	17.6949	0.0141	1	17.9239	0.0233	1	13.7238	0.0116	1	14.1599	0.0113	1
2666	568	83.772883	-5.464497	2	0	05 35 05.492	-05 27 52.19	17.5409	0.0153	1	17.7615	0.0206	1	13.6692	0.0124	1	14.1149	0.0115	1
2858	570	83.7808	-5.430028	1	0	05 35 07.392	-05 25 48.10	18.279	0.0385	1	19.3803	0.0453	1	14.2823	0.0239	1	15.1334	0.0131	1
2793	571	83.777475	-5.447456	2	1	05 35 06.594	-05 26 50.84	18.6144	0.1617	1	19.2014	0.0475	1	15.0013	0.0293	1	14.3264	0.0117	1
2793	571	83.777475	-5.447456	2	1	05 35 06.594	-05 26 50.84	19.7522	0.0592	1	19.272	0.0418	1	14.7222	0.0243	1	14.3497	0.0118	1
2760	573	83.776775	-5.451317	1	1	05 35 06.426	-05 27 04.74	19.291	0.04	1	19.7061	0.0538	1	15.0398	0.0229	1	15.3831	0.0142	1
2793	574	83.777462	-5.447775	2	1	05 35 06.591	-05 26 51.99	20.139	0.1147	1	20.6784	0.2222	1	15.6671	0.0376	1	17.7575	0.0667	1
2793	574	83.777462	-5.447775	2	1	05 35 06.591	-05 26 51.99	19.8496	0.1217	1	       	21.469	2	15.6971	0.039	1	17.8821	0.0725	1
2838	576	83.780075	-5.444014	1	1	05 35 07.218	-05 26 38.45	       	       	0	       	21.466	2	18.6446	0.2696	1	17.8986	0.0569	1
2860	577	83.781008	-5.444486	1	1	05 35 07.442	-05 26 40.15	20.6618	0.1253	1	20.2664	0.0725	1	16.2896	0.0532	1	15.1179	0.0131	1
2996	578	83.785796	-5.438722	1	1	05 35 08.591	-05 26 19.40	       	20.7747	2	21.5975	0.2226	1	17.548	0.159	1	15.8288	0.0163	1
3394	579	83.798604	-5.435736	1	0	05 35 11.665	-05 26 08.65	       	       	0	       	       	0	       	16.6644	2	17.4368	0.0509	1
2963	580	83.784762	-5.465817	1	0	05 35 08.343	-05 27 56.94	20.5112	0.0715	1	19.9656	0.0602	1	15.5702	0.0237	1	14.6497	0.0119	1
3397	581	83.797746	-5.433958	1	0	05 35 11.459	-05 26 02.25	15.973	0.0125	1	15.0667	0.011	1	12.2083	0.0137	1	11.7352	0.0105	1
3273	582	83.794717	-5.441125	1	0	05 35 10.732	-05 26 28.05	20.3834	0.1363	1	19.2886	0.0423	1	15.8342	0.0624	1	14.7995	0.0122	1
3078	583	83.789542	-5.463581	1	0	05 35 09.490	-05 27 48.89	       	20.4386	2	       	       	0	18.7134	0.1689	1	16.5736	0.0243	1
3176	584	83.792287	-5.466081	1	0	05 35 10.149	-05 27 57.89	       	21.5206	2	       	21.0151	2	17.8865	0.1191	1	16.0798	0.0188	1
3282	585	83.795146	-5.432486	1	0	05 35 10.835	-05 25 56.95	20.3714	0.1933	1	       	21.2302	2	16.6737	0.0919	1	16.2088	0.0203	1
3225	586	83.793625	-5.433417	1	0	05 35 10.470	-05 26 00.30	       	21.9338	2	21.5073	0.2401	1	16.5421	0.0917	1	15.6963	0.0159	1
3202	587	83.792946	-5.438681	1	0	05 35 10.307	-05 26 19.25	       	20.4119	2	20.726	0.1283	1	17.0098	0.2229	1	16.3465	0.0242	1
3250	588	83.79425	-5.440847	1	0	05 35 10.620	-05 26 27.05	       	       	0	       	       	0	       	       	3	18.9936	0.1024	1
3113	589	83.790792	-5.430583	1	0	05 35 09.790	-05 25 50.10	       	       	0	       	       	0	17.0904	0.1834	1	18.5911	0.083	1
3269	590	83.793767	-5.438375	1	0	05 35 10.504	-05 26 18.15	14.1701	0.0102	1	13.7307	       	3	11.4762	0.0104	1	11.249	       	3
3094	591	83.790196	-5.439819	1	1	05 35 09.647	-05 26 23.35	19.0101	0.0489	1	20.2136	0.0745	1	15.409	0.0688	1	15.8344	0.0163	1
3290	592	83.795333	-5.466844	1	0	05 35 10.880	-05 28 00.64	19.7911	0.0436	1	18.96	0.033	1	15.3184	0.0171	1	14.3502	0.0114	1
3288	593	83.795308	-5.467817	1	0	05 35 10.874	-05 28 04.14	       	21.7944	2	       	       	0	       	19.1172	2	19.494	0.1241	1
3530	594	83.802933	-5.452986	1	1	05 35 12.704	-05 27 10.75	20.5847	0.0889	1	20.9634	0.1362	1	15.9751	0.0391	1	15.174	0.0135	1
3530	595	83.802933	-5.452917	1	1	05 35 12.704	-05 27 10.50	20.4308	0.1583	1	21.2898	0.1812	1	16.0261	0.043	1	15.2015	0.0139	1
3455	596	83.800187	-5.468956	2	0	05 35 12.045	-05 28 08.24	       	21.2578	2	       	21.6821	2	18.1271	0.1042	1	17.0344	0.0285	1
3455	596	83.800187	-5.468956	2	0	05 35 12.045	-05 28 08.24	       	21.5624	2	       	21.4925	2	18.0172	0.1034	1	17.03	0.0334	1
3805	598	83.808604	-5.443292	1	1	05 35 14.065	-05 26 35.85	20.0671	0.1774	1	20.7612	0.1073	1	16.5929	0.0843	1	15.6774	0.0153	1
3690	599	83.806346	-5.457972	1	1	05 35 13.523	-05 27 28.70	20.1358	0.0588	1	19.1332	0.0375	1	15.1939	0.0222	1	14.2397	0.0116	1
3622	600	83.805171	-5.465067	1	0	05 35 13.241	-05 27 54.24	21.3703	0.1713	1	21.3641	0.2142	1	15.8609	0.0404	1	14.5924	0.0121	1
3612	601	83.80495	-5.464678	1	0	05 35 13.188	-05 27 52.84	       	       	0	       	22.4079	2	18.8686	0.2721	1	16.804	0.0313	1
3768	602	83.807575	-5.460236	1	1	05 35 13.818	-05 27 36.85	19.3133	0.045	1	19.5628	0.0486	1	14.3686	0.018	1	14.8162	0.0126	1
3704	603	83.8065	-5.465914	1	0	05 35 13.560	-05 27 57.29	20.4846	0.0738	1	19.8658	0.0612	1	15.7826	0.0338	1	14.8045	0.0125	1
4126	604	83.814212	-5.433211	1	0	05 35 15.411	-05 25 59.56	20.1205	0.1024	1	20.8699	0.1312	1	16.0398	0.0648	1	16.4339	0.0225	1
4807	605	83.823804	-5.427989	1	0	05 35 17.713	-05 25 40.76	19.0745	0.0953	1	21.6281	0.2909	1	14.6482	0.0527	1	18.6016	0.133	1
4565	606	83.820462	-5.452431	1	1	05 35 16.911	-05 27 08.75	       	       	0	       	21.0149	2	       	       	3	17.1997	0.0382	1
4645	607	83.821475	-5.445986	1	0	05 35 17.154	-05 26 45.55	       	20.9635	2	20.3528	0.075	1	16.3756	0.0655	1	15.3235	0.0134	1
4202	608	83.815379	-5.470969	1	0	05 35 15.691	-05 28 15.49	22.0067	0.2994	1	20.6166	0.1037	1	16.6391	0.059	1	15.4445	0.014	1
4077	609	83.813375	-5.460514	1	1	05 35 15.210	-05 27 37.85	       	21.541	2	       	21.5484	2	16.709	0.0739	1	18.8362	0.0834	1
4143	610	83.814462	-5.456306	1	1	05 35 15.471	-05 27 22.70	20.6257	0.0864	1	19.4876	0.0573	1	16.0426	0.0429	1	14.4251	0.0114	1
4911	611	83.824879	-5.447417	1	0	05 35 17.971	-05 26 50.70	19.648	0.1395	1	21.549	0.2264	1	16.6287	0.0856	1	16.0352	0.0193	1
4204	612	83.815462	-5.441208	1	1	05 35 15.711	-05 26 28.35	20.0667	0.0784	1	19.3683	0.0418	1	15.3184	0.0374	1	14.6236	0.0118	1
5087	613	83.827592	-5.442111	1	0	05 35 18.622	-05 26 31.60	       	22.0185	2	       	       	0	18.4024	0.2965	1	19.2229	0.1243	1
4952	614	83.8254	-5.473622	1	0	05 35 18.096	-05 28 25.04	20.9402	0.1842	1	20.5854	0.1123	1	14.7563	0.0654	1	16.6976	0.0276	1
5225	615	83.830096	-5.458875	1	0	05 35 19.223	-05 27 31.95	       	       	0	       	21.502	2	       	18.867	2	18.1641	0.0843	1
5303	616	83.8315	-5.459944	1	0	05 35 19.560	-05 27 35.80	19.4994	0.0469	1	       	21.4547	2	17.7146	0.1314	1	16.2832	0.0204	1
5504	617	83.835467	-5.453792	1	1	05 35 20.512	-05 27 13.65	       	20.7689	2	       	       	0	17.1063	0.2099	1	18.915	0.0936	1
5415	618	83.833896	-5.4694	1	0	05 35 20.135	-05 28 09.84	       	21.2979	2	       	21.4195	2	       	18.2347	2	17.7192	0.0571	1
5677	619	83.839396	-5.447889	1	0	05 35 21.455	-05 26 52.40	20.1219	0.2379	1	       	21.286	2	15.6804	0.0698	1	       	19.9384	2
5703	620	83.840092	-5.449375	1	1	05 35 21.622	-05 26 57.75	20.792	0.2	1	20.1426	0.0732	1	15.9998	0.0643	1	14.8407	0.0124	1
5735	621	83.840529	-5.445681	1	1	05 35 21.727	-05 26 44.45	20.8795	0.2275	1	19.257	0.0426	1	15.3716	0.0484	1	14.6922	0.0121	1
5722	622	83.84035	-5.447944	1	1	05 35 21.684	-05 26 52.60	20.8751	0.2297	1	       	21.3165	2	17.322	0.191	1	17.4518	0.0453	1
6007	623	83.846692	-5.476108	1	0	05 35 23.206	-05 28 33.99	       	21.6376	2	21.5701	0.1661	1	17.3529	0.071	1	15.9447	0.0163	1
6244	624	83.851892	-5.442097	1	0	05 35 24.454	-05 26 31.55	18.3532	0.0361	1	19.0207	0.0392	1	13.0827	0.0131	1	14.1256	0.0114	1
5786	625	83.841346	-5.474275	1	0	05 35 21.923	-05 28 27.39	21.0877	0.1245	1	20.143	0.0706	1	16.2722	0.045	1	15.052	0.0128	1
5803	626	83.841921	-5.470928	1	0	05 35 22.061	-05 28 15.34	20.3728	0.0854	1	19.5	0.0437	1	15.6931	0.0323	1	14.7675	0.012	1
6223	627	83.851392	-5.446583	1	0	05 35 24.334	-05 26 47.70	       	20.9999	2	       	21.1867	2	       	17.7862	2	17.509	0.0506	1
6103	628	83.848571	-5.440875	1	0	05 35 23.657	-05 26 27.15	17.3082	0.0174	1	18.3529	0.0292	1	13.3615	0.0165	1	14.7855	0.0124	1
5801	629	83.841892	-5.469581	1	0	05 35 22.054	-05 28 10.49	       	22.3198	2	       	21.4309	2	18.4775	0.1611	1	16.5861	0.0218	1
5821	630	83.842367	-5.462442	1	0	05 35 22.168	-05 27 44.79	       	       	0	       	       	0	       	18.783	2	18	0.0634	1
5855	631	83.843221	-5.457889	1	1	05 35 22.373	-05 27 28.40	17.4789	0.0208	1	17.914	0.0226	1	13.6936	0.0128	1	14.6027	0.012	1
5601	632	83.837608	-5.469219	1	0	05 35 21.026	-05 28 09.19	19.1411	0.0398	1	18.2359	0.0282	1	14.7599	0.0176	1	14.059	0.0113	1
5640	633	83.838567	-5.460747	1	1	05 35 21.256	-05 27 38.69	20.5133	0.2579	1	21.5461	0.2335	1	17.5483	0.1423	1	15.8283	0.0166	1
6116	634	83.848971	-5.467872	1	0	05 35 23.753	-05 28 04.34	20.9445	0.2281	1	       	21.4964	2	18.8038	0.2638	1	17.3356	0.0374	1
5701	635	83.840088	-5.454069	1	1	05 35 21.621	-05 27 14.65	       	20.6513	2	       	21.3614	2	16.3945	0.0854	1	16.7267	0.0248	1
5991	636	83.846233	-5.477039	1	0	05 35 23.096	-05 28 37.34	19.2266	0.0464	1	20.6291	0.0883	1	15.0998	0.0237	1	17.8498	0.0537	1
6026	637	83.847108	-5.469497	1	0	05 35 23.306	-05 28 10.19	20.4856	0.0757	1	19.8608	0.0551	1	15.7734	0.0348	1	14.8675	0.0122	1
5825	638	83.842612	-5.476817	1	0	05 35 22.227	-05 28 36.54	       	21.737	2	20.9423	0.2438	1	17.7899	0.0912	1	16.4089	0.0202	1
5005	639	83.8262	-5.465886	1	0	05 35 18.288	-05 27 57.19	       	21.3683	2	       	       	0	       	       	3	       	20.2221	2
5412	640	83.83385	-5.4345	2	0	05 35 20.124	-05 26 04.20	20.1696	0.2185	1	       	20.7365	2	16.193	0.1081	1	18.0152	0.0697	1
5412	640	83.83385	-5.4345	2	0	05 35 20.124	-05 26 04.20	20.1741	0.2668	1	       	21.0887	2	16.346	0.1918	1	18.0978	0.0691	1
5471	642	83.834775	-5.438167	2	0	05 35 20.346	-05 26 17.40	       	20.8367	2	       	       	0	17.8563	0.2171	1	16.885	0.0267	1
5471	642	83.834775	-5.438167	2	0	05 35 20.346	-05 26 17.40	20.6923	0.1528	1	21.5905	0.2634	1	16.4789	0.1263	1	16.6024	0.0272	1
5662	644	83.838925	-5.426375	1	1	05 35 21.342	-05 25 34.95	       	20.0937	2	       	20.6993	2	       	16.8612	2	18.4965	0.0815	1
5648	645	83.838683	-5.425864	1	1	05 35 21.284	-05 25 33.11	       	20.3441	2	       	20.7822	2	16.9699	0.1567	1	19.6457	0.1712	1
5691	646	83.840008	-5.427972	1	0	05 35 21.602	-05 25 40.70	19.4458	0.1953	1	       	21.6226	2	15.9469	0.0926	1	18.6895	0.0909	1
5823	647	83.842475	-5.443722	1	0	05 35 22.194	-05 26 37.40	18.2374	0.0386	1	16.9295	0.015	1	13.6231	0.0189	1	12.9554	0.0104	1
5675	648	83.839104	-5.445569	1	0	05 35 21.385	-05 26 44.05	16.2976	0.0139	1	15.3122	0.0112	1	12.4139	0.0112	1	12.0583	0.0103	1
5431	649	83.833958	-5.444194	1	0	05 35 20.150	-05 26 39.10	15.6226	0.012	1	14.7248	0.0108	1	12.046	0.0114	1	11.7703	0.0103	1
5755	650	83.840912	-5.424572	1	1	05 35 21.819	-05 25 28.46	18.417	0.118	1	19.6846	0.166	1	15.3792	0.0772	1	18.4488	0.1373	1
5079	651	83.827412	-5.440236	1	0	05 35 18.579	-05 26 24.85	       	21.0715	2	       	21.1511	2	       	17.5193	2	19.0452	0.1111	1
5540	652	83.836321	-5.437736	1	0	05 35 20.717	-05 26 15.85	20.9144	0.2174	1	       	21.1428	2	16.24	0.0727	1	15.8113	0.0174	1
4507	653	83.819754	-5.476997	2	0	05 35 16.741	-05 28 37.19	       	21.5976	2	       	21.4787	2	       	18.8386	2	18.398	0.0707	1
4507	653	83.819754	-5.476997	2	0	05 35 16.741	-05 28 37.19	18.8855	0.2465	1	20.2731	0.284	1	15.5228	0.1763	1	17.9736	0.0723	1
5433	655	83.834033	-5.478261	1	0	05 35 20.168	-05 28 41.74	21.507	0.1608	1	20.7507	0.1068	1	17.0647	0.0652	1	15.9035	0.0164	1
6437	656	83.857162	-5.444958	1	0	05 35 25.719	-05 26 41.85	17.9601	0.0265	1	17.9699	0.0267	1	14.3316	0.02	1	13.9474	0.0114	1
6213	657	83.851271	-5.478942	2	0	05 35 24.305	-05 28 44.19	21.7725	0.1847	1	20.7811	0.1042	1	16.4714	0.0539	1	15.1553	0.0128	1
6213	657	83.851271	-5.478942	2	0	05 35 24.305	-05 28 44.19	19.153	0.2024	1	20.6904	0.1608	1	16.3162	0.0511	1	15.1446	0.0136	1
6285	659	83.852867	-5.473747	1	0	05 35 24.688	-05 28 25.49	       	21.5791	2	       	21.4211	2	18.034	0.1097	1	16.576	0.0225	1
6494	660	83.859567	-5.462206	2	1	05 35 26.296	-05 27 43.94	19.3605	0.046	1	18.6248	0.0323	1	14.9985	0.0304	1	14.3386	0.0118	1
6494	660	83.859567	-5.462206	2	1	05 35 26.296	-05 27 43.94	19.1916	0.0486	1	18.6953	0.033	1	14.8435	0.0279	1	14.3435	0.0121	1
6688	662	83.864546	-5.457219	1	1	05 35 27.491	-05 27 25.99	17.8301	0.0258	1	17.8713	0.0215	1	13.9394	0.0138	1	13.7023	0.011	1
7023	663	83.87685	-5.469814	1	1	05 35 30.444	-05 28 11.33	20.7454	0.0916	1	21.172	0.141	1	16.2171	0.048	1	17.6217	0.0476	1
7183	664	83.881537	-5.450608	1	0	05 35 31.569	-05 27 02.19	       	21.1352	2	       	21.3246	2	17.3835	0.0993	1	17.0667	0.0327	1
6883	665	83.872012	-5.456192	1	1	05 35 29.283	-05 27 22.29	       	20.9668	2	       	22.4	2	       	17.9781	2	19.0861	0.0965	1
6712	666	83.865383	-5.480967	1	0	05 35 27.692	-05 28 51.48	       	21.6342	2	       	21.554	2	18.4956	0.1574	1	16.7153	0.0248	1
6686	667	83.864467	-5.476469	1	0	05 35 27.472	-05 28 35.29	21.6413	0.1853	1	20.5832	0.0982	1	17.2906	0.0763	1	17.1929	0.0356	1
6481	668	83.859154	-5.460303	1	1	05 35 26.197	-05 27 37.09	13.303	       	3	12.9606	0.0108	1	11.0989	0.0129	1	10.8759	0.0106	1
6708	669	83.864296	-5.441153	2	0	05 35 27.431	-05 26 28.15	16.5396	0.0114	1	15.5752	0.0115	1	12.8202	0.0109	1	12.3846	0.0103	1
6708	669	83.864296	-5.441153	2	0	05 35 27.431	-05 26 28.15	16.4485	0.0133	1	15.5461	0.0119	1	12.7423	0.0131	1	12.379	0.0108	1
6697	671	83.864771	-5.475244	1	1	05 35 27.545	-05 28 30.88	19.32	0.0409	1	17.546	0.0184	1	14.7755	0.0166	1	13.7873	0.011	1
7056	672	83.877733	-5.454678	1	0	05 35 30.656	-05 27 16.84	19.2884	0.0491	1	18.174	0.0261	1	14.7142	0.0196	1	13.8164	0.0108	1
6044	673	83.847483	-5.481442	1	0	05 35 23.396	-05 28 53.19	       	21.5284	2	       	21.5111	2	18.6735	0.177	1	19.3383	0.1174	1
7030	674	83.877	-5.475175	1	0	05 35 30.480	-05 28 30.63	17.3352	0.0139	1	17.8018	0.0196	1	13.0721	0.011	1	14.0888	0.0111	1
7145	675	83.88035	-5.462078	1	0	05 35 31.284	-05 27 43.48	       	21.4472	2	       	21.5426	2	       	19.2951	2	17.4556	0.0464	1
7214	676	83.882717	-5.452956	1	0	05 35 31.852	-05 27 10.64	       	       	0	       	       	0	       	18.7827	2	18.0302	0.066	1
7161	677	83.880842	-5.471244	1	1	05 35 31.402	-05 28 16.48	19.8918	0.0832	1	20.0499	0.0587	1	15.136	0.0234	1	15.247	0.0135	1
7254	678	83.884	-5.480967	1	0	05 35 32.160	-05 28 51.48	20.6566	0.081	1	20.2469	0.0806	1	15.3651	0.023	1	14.0151	0.0115	1
7294	679	83.885375	-5.483981	2	0	05 35 32.490	-05 29 02.33	16.3632	0.0113	1	15.5611	0.0117	1	13.5081	0.0114	1	13.3143	0.0112	1
7294	679	83.885375	-5.483981	2	0	05 35 32.490	-05 29 02.33	16.3533	0.0114	1	15.5249	0.0113	1	13.4283	0.012	1	13.2581	0.0108	1
7460	681	83.8932	-5.449925	1	0	05 35 34.368	-05 26 59.73	21.2634	0.2272	1	21.2613	0.1639	1	15.7011	0.0372	1	15.4902	0.014	1
7446	682	83.892517	-5.455092	1	0	05 35 34.204	-05 27 18.33	18.861	0.039	1	17.8517	0.0214	1	14.3642	0.0146	1	13.523	0.0107	1
7440	683	83.892267	-5.45755	1	0	05 35 34.144	-05 27 27.18	       	       	0	       	22.4163	2	       	18.388	2	18.6711	0.0804	1
7485	684	83.894342	-5.454217	1	0	05 35 34.642	-05 27 15.18	       	21.0809	2	21.6331	0.1991	1	17.4605	0.088	1	16.3366	0.0189	1
7555	685	83.896729	-5.448606	1	0	05 35 35.215	-05 26 54.98	19.3575	0.0488	1	18.2355	0.0264	1	14.7424	0.0182	1	13.9433	0.0109	1
7545	686	83.895525	-5.487339	1	0	05 35 34.926	-05 29 14.42	16.5328	0.0113	1	15.6221	0.0112	1	12.9779	0.0107	1	12.7127	0.0104	1
7543	687	83.896296	-5.465231	1	0	05 35 35.111	-05 27 54.83	       	21.2779	2	21.6635	0.2094	1	17.25	0.0781	1	15.8836	0.0162	1
7396	688	83.890021	-5.480731	1	0	05 35 33.605	-05 28 50.63	19.5847	0.043	1	18.7844	0.0334	1	15.077	0.019	1	14.0354	0.0112	1
7753	689	83.906529	-5.45455	1	0	05 35 37.567	-05 27 16.38	19.3982	0.0426	1	18.209	0.0266	1	14.8567	0.0199	1	14.1195	0.0112	1
7767	690	83.908437	-5.472686	1	0	05 35 38.025	-05 28 21.67	18.7748	0.0295	1	17.8184	0.0204	1	14.3553	0.0141	1	13.6909	0.011	1
7764	691	83.907896	-5.478089	1	0	05 35 37.895	-05 28 41.12	       	21.8459	2	       	21.7544	2	       	18.7139	2	19.171	0.1055	1
7777	692	83.908796	-5.476019	1	0	05 35 38.111	-05 28 33.67	20.066	0.0515	1	20.9175	0.1171	1	16.3378	0.0452	1	16.0018	0.0173	1
7786	693	83.909742	-5.476325	1	0	05 35 38.338	-05 28 34.77	21.3745	0.1309	1	19.4945	0.0449	1	15.6686	0.0281	1	14.7695	0.0123	1
7787	694	83.909821	-5.482464	1	0	05 35 38.357	-05 28 56.87	       	21.7977	2	       	21.6012	2	       	18.8988	2	19.0521	0.101	1
7860	695	83.916442	-5.452658	1	0	05 35 39.946	-05 27 09.57	       	21.7086	2	       	21.596	2	18.2701	0.1556	1	17.2738	0.0371	1
7884	696	83.91795	-5.448006	1	0	05 35 40.308	-05 26 52.82	       	       	0	       	21.523	2	       	19.2024	2	18.6331	0.0842	1
7901	697	83.919737	-5.451867	1	0	05 35 40.737	-05 27 06.72	       	21.6348	2	20.9469	0.251	1	18.2785	0.2993	1	17.3269	0.0397	1
8192	698	83.918775	-5.450519	1	0	05 35 40.506	-05 27 01.87	14.521	0.0111	1	14.123	0.0108	1	12.3605	0.0125	1	12.3169	0.0105	1
1231	699	83.68815	-5.41775	1	0	05 34 45.156	-05 25 03.90	15.0064	0.0109	1	14.2166	0.0105	1	11.7717	0.0108	1	11.5008	0.0103	1
8172	700	83.962308	-5.553689	1	0	05 35 50.954	-05 33 13.28	21.2611	0.097	1	20.019	0.0604	1	16.4504	0.0261	1	15.3625	0.0135	1
8184	701	83.971213	-5.502922	1	0	05 35 53.091	-05 30 10.52	       	21.3762	2	       	20.8982	2	18.8308	0.1916	1	17.8416	0.0604	1
8179	702	83.966667	-5.520214	2	1	05 35 52.000	-05 31 12.77	       	21.8557	2	20.2853	0.0592	1	19.2304	0.1469	1	17.9723	0.0542	1
8179	702	83.966667	-5.520214	2	1	05 35 52.000	-05 31 12.77	       	21.9844	2	       	21.7379	2	19.1613	0.1611	1	18.0739	0.0686	1
8167	704	83.957292	-5.541425	1	0	05 35 49.750	-05 32 29.13	22.0411	0.1706	1	21.6217	0.2059	1	17.4459	0.062	1	16.1957	0.0185	1
