source_id	ONCpc2	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	F336W	e_F336W	f_F336W	F439W	e_F439W	f_F439W	F656N	e_F656N	f_F656N	F814W	e_F814W	f_F814W
4085	1271	83.813621	-5.341386	2	0	05 35 15.269	-05 20 28.99	       	21.652	2	21.3165	0.2109	1	17.1626	0.2222	1	16.0305	0.0193	1
3618	1273	83.805037	-5.347969	1	0	05 35 13.209	-05 20 52.69	21.2293	0.27	1	20.5437	0.1222	1	16.3413	0.1139	1	15.0637	0.0131	1
3712	1274	83.806596	-5.342053	1	0	05 35 13.583	-05 20 31.39	       	20.5924	2	       	21.1298	2	       	17.0595	2	16.4634	0.025	1
5091	1275	83.827775	-5.342664	1	0	05 35 18.666	-05 20 33.59	14.6178	0.0103	1	14.0239	0.0103	1	11.3804	       	3	10.7982	       	3
5201	1276	83.829712	-5.343303	1	0	05 35 19.131	-05 20 35.89	       	21.95	2	       	21.9474	2	17.9068	0.1435	1	16.5228	0.0252	1
4659	1277	83.821675	-5.358875	1	0	05 35 17.202	-05 21 31.95	15.5219	0.0127	1	14.4901	0.0111	1	11.6378	0.0163	1	11.1419	       	3
4423	1278	83.818225	-5.364069	1	0	05 35 16.374	-05 21 50.65	20.5168	0.2711	1	20.3969	0.1208	1	       	       	3	16.0673	0.0251	1
4598	1279	83.820633	-5.362681	1	0	05 35 16.952	-05 21 45.65	12.1573	0.0118	1	11.7572	       	3	10.8049	0.0127	1	11.3235	0.0501	1
4329	1280	83.817108	-5.370139	1	0	05 35 16.106	-05 22 12.50	       	21.0324	2	       	21.6978	2	       	16.4966	2	16.0575	0.0249	1
4578	1281	83.820542	-5.372403	1	0	05 35 16.930	-05 22 20.65	       	       	0	       	       	0	       	       	3	16.6559	0.0492	1
8189	1282	83.818642	-5.376514	1	0	05 35 16.474	-05 22 35.45	17.7387	0.0555	1	18.7009	0.0714	1	12.573	0.0337	1	14.807	0.0142	1
4392	1283	83.817896	-5.373319	1	0	05 35 16.295	-05 22 23.95	20.0993	0.2298	1	20.3489	0.2781	1	15.1023	0.2662	1	17.0158	0.0635	1
4112	1284	83.814079	-5.377736	1	0	05 35 15.379	-05 22 39.85	17.4005	0.0642	1	19.5068	0.0792	1	12.3023	0.0384	1	16.4817	0.0407	1
4797	1285	83.823587	-5.374264	1	0	05 35 17.661	-05 22 27.35	18.7329	0.1623	1	       	20.3279	2	13.6555	0.095	1	18.0829	0.1609	1
3980	1286	83.811687	-5.373083	1	0	05 35 14.805	-05 22 23.10	18.7542	0.1892	1	20.3621	0.2826	1	13.8038	0.1294	1	18.1665	0.0968	1
4170	1287	83.813904	-5.370958	1	1	05 35 15.337	-05 22 15.45	17.3748	0.0325	1	16.2447	0.0131	1	12.8179	0.0395	1	12.35	0.0104	1
3752	1288	83.807475	-5.366567	1	1	05 35 13.794	-05 21 59.64	       	       	0	       	       	0	       	       	3	18.7829	0.1138	1
4034	1289	83.812508	-5.36315	1	1	05 35 15.002	-05 21 47.34	       	20.0161	2	       	20.8771	2	14.8212	0.1829	1	16.9595	0.0458	1
4083	1290	83.813571	-5.365469	1	1	05 35 15.257	-05 21 55.69	19.7454	0.2223	1	       	20.9212	2	14.3924	0.0958	1	18.091	0.0774	1
4036	1291	83.812533	-5.347928	1	0	05 35 15.008	-05 20 52.54	19.8127	0.1621	1	       	21.154	2	       	16.6743	2	18.6822	0.0901	1
4446	1292	83.818854	-5.344553	1	0	05 35 16.525	-05 20 40.39	20.1479	0.239	1	       	21.0553	2	15.2961	0.1734	1	17.9413	0.0674	1
3710	1293	83.806554	-5.344219	1	0	05 35 13.573	-05 20 39.19	       	       	0	       	21.0831	2	       	       	3	       	19.7633	2
3497	1294	83.801575	-5.358725	1	1	05 35 12.378	-05 21 31.41	17.9642	0.0711	1	19.4308	0.1119	1	13.0639	0.0458	1	17.5421	0.0812	1
5341	1295	83.832208	-5.341539	1	0	05 35 19.730	-05 20 29.54	       	21.3333	2	       	21.3951	2	       	17.5136	2	18.3821	0.0717	1
4661	1296	83.821742	-5.341067	1	0	05 35 17.218	-05 20 27.84	17.3514	0.0217	1	17.4379	0.0194	1	13.0727	0.0224	1	13.2096	0.0106	1
8198	1297	83.802742	-5.360039	1	0	05 35 12.658	-05 21 36.14	18.9464	0.114	1	       	20.8805	2	14.0517	0.0576	1	       	19.4744	2
3934	1298	83.811017	-5.345206	1	0	05 35 14.644	-05 20 42.74	       	20.8681	2	       	21.1301	2	16.1752	0.1299	1	14.8538	0.0126	1
5142	1299	83.828654	-5.341928	1	0	05 35 18.877	-05 20 30.94	20.5611	0.1081	1	20.8117	0.127	1	16.4163	0.0652	1	16.3329	0.0218	1
3570	1300	83.803246	-5.344178	1	0	05 35 12.779	-05 20 39.04	20.0196	0.0867	1	19.0674	0.0398	1	15.6569	0.0758	1	14.8902	0.0125	1
3284	1301	83.795163	-5.377983	1	0	05 35 10.839	-05 22 40.74	19.6317	0.2257	1	       	20.9193	2	15.1834	0.1476	1	17.6132	0.0642	1
3500	1302	83.801592	-5.346636	1	0	05 35 12.382	-05 20 47.89	       	       	0	       	       	0	       	       	3	17.6717	0.0609	1
3546	1303	83.803192	-5.343025	1	0	05 35 12.766	-05 20 34.89	       	20.6033	2	       	21.0922	2	16.6445	0.2014	1	16.3878	0.0235	1
3514	1304	83.802471	-5.345261	1	0	05 35 12.593	-05 20 42.94	21.253	0.2139	1	19.3196	0.0447	1	15.8824	0.078	1	15.0716	0.013	1
3489	1305	83.8011	-5.345872	1	0	05 35 12.264	-05 20 45.14	20.7731	0.1525	1	20.9363	0.1479	1	15.1327	0.0674	1	14.9823	0.0128	1
3277	1306	83.794075	-5.365622	1	0	05 35 10.578	-05 21 56.24	16.0665	0.0135	1	15.9807	0.0126	1	12.3362	0.0149	1	12.5905	0.0107	1
3449	1307	83.799846	-5.342494	1	0	05 35 11.963	-05 20 32.98	19.3571	0.0494	1	18.5784	0.031	1	14.4411	0.0251	1	13.3944	0.0106	1
3172	1308	83.792229	-5.375761	1	0	05 35 10.135	-05 22 32.74	19.125	0.0922	1	19.284	0.0551	1	13.5946	0.0606	1	14.6457	0.0133	1
3192	1309	83.792725	-5.365872	1	0	05 35 10.254	-05 21 57.14	20.3338	0.1575	1	21.1743	0.1915	1	15.1996	0.0825	1	15.7265	0.0175	1
3204	1310	83.792971	-5.35365	1	0	05 35 10.313	-05 21 13.14	19.2804	0.0539	1	18.9636	0.0403	1	14.6945	0.0367	1	14.1566	0.0117	1
3109	1311	83.790683	-5.357872	1	1	05 35 09.764	-05 21 28.34	       	20.4907	2	       	21.0986	2	16.487	0.148	1	15.0041	0.0136	1
3180	1312	83.792438	-5.350094	1	0	05 35 10.185	-05 21 00.34	21.2211	0.2485	1	21.4805	0.2504	1	16.0088	0.0764	1	16.6181	0.0293	1
3104	1313	83.790367	-5.356914	1	1	05 35 09.688	-05 21 24.89	17.682	0.0294	1	18.5543	0.0316	1	13.5243	0.026	1	14.541	0.0123	1
3072	1314	83.788896	-5.361553	1	1	05 35 09.335	-05 21 41.59	       	       	0	       	       	0	       	16.8833	2	18.6339	0.0904	1
3182	1315	83.792446	-5.339164	1	0	05 35 10.187	-05 20 20.99	19.0865	0.0419	1	19.6006	0.0507	1	15.1402	0.0309	1	15.251	0.0135	1
3076	1316	83.789471	-5.34965	1	0	05 35 09.473	-05 20 58.74	       	20.5685	2	21.3236	0.2281	1	16.0393	0.0795	1	16.0538	0.0194	1
2880	1317	83.782175	-5.35755	1	1	05 35 07.722	-05 21 27.18	20.5812	0.2828	1	       	       	0	16.5141	0.2298	1	18.4841	0.0786	1
3038	1318	83.787542	-5.336592	2	0	05 35 09.010	-05 20 11.73	       	20.9636	2	       	       	0	       	17.8587	2	18.1067	0.083	1
3038	1318	83.787542	-5.336592	2	0	05 35 09.010	-05 20 11.73	       	       	0	       	       	0	       	18.3332	2	18.385	0.0766	1
3045	1320	83.787692	-5.338106	1	0	05 35 09.046	-05 20 17.18	       	       	0	       	21.1876	2	17.8335	0.2316	1	16.3945	0.022	1
2805	1321	83.778233	-5.338606	1	0	05 35 06.776	-05 20 18.98	21.6065	0.2712	1	       	21.1508	2	17.0859	0.0861	1	16.7379	0.0268	1
2919	1322	83.783521	-5.354911	1	1	05 35 08.045	-05 21 17.68	       	20.9879	2	       	22.2248	2	       	17.1248	2	18.9898	0.1109	1
2772	1323	83.7769	-5.355217	1	1	05 35 06.456	-05 21 18.78	21.142	0.18	1	20.8952	0.1292	1	16.6636	0.082	1	15.504	0.015	1
2903	1324	83.783083	-5.354772	1	1	05 35 07.940	-05 21 17.18	19.2704	0.0492	1	19.3035	0.0446	1	15.5333	0.0583	1	15.149	0.0135	1
2935	1325	83.78425	-5.346369	2	1	05 35 08.220	-05 20 46.93	       	       	0	       	21.2113	2	       	       	3	17.9132	0.0633	1
2935	1325	83.78425	-5.346369	2	1	05 35 08.220	-05 20 46.93	       	21.0511	2	       	21.1663	2	       	       	3	18.1052	0.067	1
2882	1327	83.782204	-5.350411	1	1	05 35 07.729	-05 21 01.48	       	       	0	       	       	0	       	       	3	18.2662	0.0705	1
3421	1328	83.799492	-5.350969	1	0	05 35 11.878	-05 21 03.49	20.0348	0.1806	1	20.6482	0.2605	1	15.5568	0.0925	1	16.0624	0.02	1
3421	1329	83.799558	-5.350858	1	0	05 35 11.894	-05 21 03.09	19.6337	0.1382	1	       	21.0113	2	15.3645	0.0992	1	16.4554	0.0244	1
2840	1330	83.780029	-5.359564	1	2	05 35 07.207	-05 21 34.43	18.979	0.0707	1	20.3421	0.1753	1	14.0457	0.0316	1	18.1174	0.0768	1
8199	1331	83.796987	-5.364567	1	0	05 35 11.277	-05 21 52.44	18.0215	0.0694	1	19.0315	0.0521	1	13.1907	0.0369	1	18.0946	0.0849	1
8199	1332	83.797142	-5.364761	1	0	05 35 11.314	-05 21 53.14	18.0239	0.0695	1	19.0974	0.0546	1	13.1781	0.0373	1	18.0952	0.0849	1
8199	1333	83.797267	-5.364983	1	0	05 35 11.344	-05 21 53.94	17.8882	0.0435	1	18.4548	0.0519	1	13.306	0.0266	1	17.5465	0.0755	1
8200	1334	83.773829	-5.356592	1	0	05 35 05.719	-05 21 23.73	       	21.2745	2	19.6501	0.0546	1	       	       	3	       	19.8747	2
8201	1335	83.798079	-5.365456	1	0	05 35 11.539	-05 21 55.64	19.8145	0.1074	1	20.187	0.1062	1	13.9842	0.0452	1	18.2317	0.1288	1
3412	1336	83.799054	-5.365425	1	0	05 35 11.773	-05 21 55.53	20.1644	0.1522	1	20.2021	0.1017	1	15.5362	0.1007	1	14.7615	0.0135	1
3374	1337	83.798433	-5.339731	1	0	05 35 11.624	-05 20 23.03	20.3019	0.2175	1	21.5413	0.2318	1	14.0952	0.0274	1	18.1373	0.0864	1
3579	1338	83.804312	-5.341731	1	0	05 35 13.035	-05 20 30.23	20.9731	0.2238	1	20.7731	0.1381	1	16.2152	0.104	1	14.99	0.0127	1
2743	1339	83.775758	-5.33815	1	0	05 35 06.182	-05 20 17.34	       	21.2327	2	       	21.2469	2	       	       	3	18.8772	0.0957	1
2606	1340	83.770592	-5.352567	1	1	05 35 04.942	-05 21 09.24	       	21.2036	2	       	       	0	       	17.708	2	17.7837	0.0635	1
2600	1341	83.770275	-5.349303	1	1	05 35 04.866	-05 20 57.49	21.5832	0.2631	1	       	21.3365	2	16.9027	0.0844	1	16.061	0.0189	1
2628	1342	83.771367	-5.340122	1	0	05 35 05.128	-05 20 24.44	20.7485	0.1204	1	21.8356	0.2788	1	14.9522	0.037	1	14.8701	0.0124	1
2518	1343	83.767317	-5.337706	1	0	05 35 04.156	-05 20 15.74	21.0025	0.2858	1	       	22.2278	2	18.2446	0.1461	1	16.459	0.0209	1
2393	1344	83.759592	-5.356497	1	1	05 35 02.302	-05 21 23.39	       	       	0	       	       	0	       	18.0542	2	18.395	0.0716	1
2403	1345	83.760104	-5.346228	1	1	05 35 02.425	-05 20 46.42	18.5181	0.0339	1	17.7908	0.0235	1	14.4523	0.0166	1	13.59	0.0111	1
2399	1346	83.759954	-5.346872	1	1	05 35 02.389	-05 20 48.74	       	21.625	2	       	21.356	2	18.1395	0.1216	1	16.2844	0.0217	1
2362	1347	83.758308	-5.348636	1	1	05 35 01.994	-05 20 55.09	       	21.6854	2	       	       	0	       	19.6139	2	17.8889	0.0624	1
2299	1348	83.755392	-5.338025	1	1	05 35 01.294	-05 20 16.89	19.4585	0.0424	1	18.3375	0.028	1	14.9674	0.0201	1	14.275	0.0115	1
2291	1349	83.755058	-5.362333	1	1	05 35 01.214	-05 21 44.40	       	21.664	2	       	21.5177	2	17.4441	0.0986	1	16.62	0.0216	1
2275	1350	83.754446	-5.340969	1	1	05 35 01.067	-05 20 27.49	       	21.6343	2	20.931	0.1241	1	17.675	0.1019	1	16.8111	0.0267	1
2156	1351	83.744958	-5.354917	1	0	05 34 58.790	-05 21 17.70	20.6657	0.096	1	19.6122	0.0548	1	15.6308	0.034	1	14.6146	0.0125	1
2305	1352	83.755554	-5.339483	2	1	05 35 01.333	-05 20 22.14	18.3743	0.0241	1	20.2232	0.1338	1	14.3913	0.0138	1	14.3296	0.0115	1
2305	1352	83.755554	-5.339483	2	1	05 35 01.333	-05 20 22.14	17.8986	0.0188	1	18.2229	0.0272	1	14.252	0.0141	1	14.2672	0.0114	1
2222	1354	83.750392	-5.383917	1	0	05 35 00.094	-05 23 02.10	14.9268	0.0104	1	14.4449	0.0105	1	11.5153	0.0106	1	11.5998	0.0102	1
2144	1355	83.743233	-5.354625	1	0	05 34 58.376	-05 21 16.65	21.823	0.2618	1	21.6665	0.2693	1	18.3402	0.1561	1	15.642	0.0165	1
2051	1356	83.736796	-5.360111	1	0	05 34 56.831	-05 21 36.40	21.3028	0.1543	1	20.9313	0.1304	1	16.0626	0.0427	1	14.8103	0.0122	1
2057	1357	83.737262	-5.356069	1	0	05 34 56.943	-05 21 21.85	       	21.4935	2	       	21.4494	2	       	18.5989	2	17.568	0.0473	1
1987	1358	83.732612	-5.329278	1	0	05 34 55.827	-05 19 45.40	       	21.7012	2	       	21.5669	2	17.8936	0.104	1	16.4162	0.0203	1
1718	1359	83.713742	-5.336639	1	0	05 34 51.298	-05 20 11.90	       	22.7049	2	       	21.589	2	17.2549	0.0671	1	17.1974	0.0363	1
1634	1360	83.709637	-5.355375	1	0	05 34 50.313	-05 21 19.35	       	21.8852	2	       	21.5957	2	       	19.6385	2	18.6503	0.0864	1
1646	1361	83.710154	-5.338958	1	0	05 34 50.437	-05 20 20.25	16.5204	0.0123	1	16.7417	0.0138	1	12.9448	0.0115	1	13.472	0.0108	1
1249	1362	83.689487	-5.335139	1	0	05 34 45.477	-05 20 06.50	       	21.9062	2	       	21.5149	2	18.0175	0.094	1	17.2345	0.0336	1
1107	1363	83.678917	-5.335261	1	0	05 34 42.940	-05 20 06.94	17.2739	0.0136	1	16.3555	0.0127	1	13.2468	0.0124	1	12.7241	0.0107	1
1144	1364	83.681692	-5.321844	1	0	05 34 43.606	-05 19 18.64	       	21.9172	2	       	21.6674	2	       	18.8465	2	17.8073	0.0517	1
892	1365	83.665154	-5.345678	1	0	05 34 39.637	-05 20 44.44	       	22.8004	2	       	21.715	2	18.6666	0.1398	1	17.4958	0.0372	1
8181	1366	83.967517	-5.656853	1	0	05 35 52.204	-05 39 24.67	21.8689	0.1681	1	       	21.6258	2	18.2507	0.1001	1	14.8174	0.0124	1
8164	1367	83.954379	-5.638367	2	0	05 35 49.051	-05 38 18.12	       	21.5813	2	       	20.9778	2	18.8202	0.1634	1	17.7842	0.0589	1
8164	1367	83.954379	-5.638367	2	0	05 35 49.051	-05 38 18.12	       	23.2409	2	       	22.6174	2	19.7062	0.1726	1	17.8467	0.0573	1
8127	1369	83.943433	-5.683525	1	0	05 35 46.424	-05 41 00.69	18.8667	0.0224	1	18.0364	0.021	1	14.415	0.0116	1	13.5995	0.0108	1
8126	1370	83.943042	-5.678147	1	0	05 35 46.330	-05 40 41.33	       	22.2262	2	       	21.7225	2	19.3067	0.139	1	18.796	0.0868	1
8168	1371	83.957575	-5.674328	1	0	05 35 49.818	-05 40 27.58	12.4669	0.0101	1	12.4708	       	3	10.952	0.0101	1	10.6638	0.0101	1
8139	1372	83.947112	-5.636964	1	0	05 35 47.307	-05 38 13.07	       	23.2357	2	22.1277	0.2918	1	18.0342	0.0661	1	17.1345	0.0298	1
8021	1373	83.930992	-5.681958	2	0	05 35 43.438	-05 40 55.05	19.0164	0.0257	1	18.2345	0.023	1	14.8849	0.0125	1	14.2766	0.0115	1
8021	1373	83.930992	-5.681958	2	0	05 35 43.438	-05 40 55.05	19.1392	0.0391	1	18.1738	0.0188	1	14.6656	0.0125	1	14.3066	0.0118	1
7997	1375	83.927779	-5.678386	1	0	05 35 42.667	-05 40 42.19	21.3996	0.0926	1	20.4329	0.0699	1	16.7176	0.0267	1	15.4637	0.0138	1
7984	1376	83.927079	-5.682625	1	0	05 35 42.499	-05 40 57.45	22.5807	0.2817	1	       	22.5418	2	18.1551	0.0688	1	16.9587	0.0271	1
7999	1377	83.927954	-5.676497	2	0	05 35 42.709	-05 40 35.39	       	22.2177	2	       	21.6668	2	18.0136	0.0674	1	16.9712	0.0259	1
7999	1377	83.927954	-5.676497	2	0	05 35 42.709	-05 40 35.39	       	23.1735	2	       	22.5543	2	18.1482	0.0718	1	16.9868	0.0313	1
7934	1379	83.921779	-5.641497	1	0	05 35 41.227	-05 38 29.39	20.9015	0.0703	1	20.1276	0.0616	1	16.4795	0.0243	1	15.2837	0.0134	1
7940	1380	83.922079	-5.642456	1	0	05 35 41.299	-05 38 32.84	20.6377	0.0584	1	19.844	0.0524	1	15.9673	0.0176	1	15.0395	0.0128	1
7951	1381	83.923617	-5.676956	1	0	05 35 41.668	-05 40 37.04	21.506	0.108	1	20.6867	0.0902	1	17.6015	0.0551	1	16.5396	0.0211	1
8021	1382	83.930992	-5.681917	2	0	05 35 43.438	-05 40 54.90	19.0166	0.0257	1	18.2342	0.023	1	14.8848	0.0125	1	14.2764	0.0114	1
8021	1382	83.930992	-5.681917	2	0	05 35 43.438	-05 40 54.90	19.1388	0.0392	1	18.1754	0.0187	1	14.6665	0.0126	1	14.3072	0.0119	1
7838	1384	83.914958	-5.628692	1	0	05 35 39.590	-05 37 43.29	       	       	0	       	21.6317	2	18.928	0.1129	1	17.6285	0.0415	1
7713	1385	83.903175	-5.677292	1	0	05 35 36.762	-05 40 38.25	22.7131	0.2488	1	       	21.7479	2	17.935	0.0633	1	16.7505	0.0238	1
7423	1386	83.891021	-5.639056	1	0	05 35 33.845	-05 38 20.60	19.9106	0.0425	1	20.4663	0.1578	1	15.5441	0.0155	1	14.7523	0.0122	1
7307	1387	83.885812	-5.670097	1	0	05 35 32.595	-05 40 12.35	22.6356	0.2651	1	       	21.7258	2	18.1324	0.0695	1	16.8898	0.0266	1
7387	1388	83.8892	-5.655889	1	0	05 35 33.408	-05 39 21.20	20.0246	0.0458	1	19.1676	0.0393	1	15.5847	0.0168	1	14.8391	0.0124	1
7381	1389	83.888808	-5.656889	1	0	05 35 33.314	-05 39 24.80	19.4212	0.0366	1	18.3847	0.0288	1	15.0197	0.0138	1	14.2927	0.0115	1
7715	1390	83.903279	-5.629567	1	0	05 35 36.787	-05 37 46.44	19.4104	0.0377	1	18.3903	0.0278	1	14.9514	0.0131	1	14.1425	0.0112	1
7628	1391	83.899808	-5.645042	1	0	05 35 35.954	-05 38 42.15	20.5388	0.092	1	19.4605	0.0608	1	16.5655	0.0273	1	15.4003	0.0144	1
7628	1392	83.899775	-5.645208	1	0	05 35 35.946	-05 38 42.75	19.7957	0.0421	1	19.2079	0.0383	1	15.3033	0.0147	1	14.8383	0.0128	1
7709	1393	83.902925	-5.628192	1	0	05 35 36.702	-05 37 41.49	17.2148	0.0124	1	16.2399	0.0122	1	13.2661	0.0108	1	12.8005	0.0105	1
7592	1394	83.898325	-5.65225	1	0	05 35 35.598	-05 39 08.10	18.5354	0.019	1	19.5745	0.0437	1	16.5374	0.0261	1	15.6546	0.015	1
7722	1395	83.904425	-5.626969	1	0	05 35 37.062	-05 37 37.09	       	22.9606	2	       	21.7869	2	17.5424	0.0614	1	16.3521	0.0199	1
7340	1396	83.887033	-5.655306	1	0	05 35 32.888	-05 39 19.10	22.247	0.2529	1	20.8632	0.1425	1	17.5445	0.0588	1	16.3808	0.0218	1
7181	1397	83.881458	-5.674375	1	0	05 35 31.550	-05 40 27.75	21.9014	0.1491	1	21.0548	0.1287	1	16.7327	0.0298	1	15.4468	0.0141	1
7136	1398	83.880262	-5.669681	1	0	05 35 31.263	-05 40 10.85	17.9377	0.0147	1	16.915	0.0141	1	13.9142	0.0112	1	13.4955	0.0111	1
6746	1399	83.866492	-5.652917	1	0	05 35 27.958	-05 39 10.50	       	22.2917	2	       	21.7283	2	19.5622	0.1472	1	17.8654	0.0472	1
6802	1400	83.867833	-5.622097	2	0	05 35 28.280	-05 37 19.55	21.3791	0.0849	1	20.7891	0.0907	1	16.7665	0.0311	1	15.6035	0.0144	1
6802	1400	83.867833	-5.622097	2	0	05 35 28.280	-05 37 19.55	21.5019	0.1229	1	20.9399	0.1415	1	16.7519	0.0341	1	15.7226	0.0161	1
5390	1402	83.833371	-5.65525	1	0	05 35 20.009	-05 39 18.90	21.59	0.229	1	       	21.6936	2	18.8876	0.1026	1	17.3733	0.0384	1
5346	1403	83.8323	-5.659875	1	0	05 35 19.752	-05 39 35.55	20.3523	0.0493	1	19.2628	0.0378	1	15.8501	0.0176	1	15.0662	0.0127	1
5908	1404	83.844133	-5.615844	2	0	05 35 22.592	-05 36 57.04	21.4014	0.1993	1	21.0155	0.2531	1	17.3375	0.0426	1	16.1251	0.0181	1
5908	1404	83.844133	-5.615844	2	0	05 35 22.592	-05 36 57.04	22.2689	0.2392	1	       	21.722	2	17.3637	0.0535	1	16.1682	0.0192	1
5724	1406	83.84035	-5.632653	1	0	05 35 21.684	-05 37 57.55	22.272	0.208	1	19.5851	0.0473	1	17.0124	0.0361	1	16.7452	0.025	1
5376	1407	83.833033	-5.650264	1	0	05 35 19.928	-05 39 00.95	       	       	0	       	21.6485	2	19.1686	0.1312	1	19.1444	0.1185	1
5542	1408	83.836442	-5.631583	1	0	05 35 20.746	-05 37 53.70	       	22.3533	2	21.2034	0.1562	1	16.9847	0.0358	1	15.8657	0.0162	1
5058	1409	83.826962	-5.6555	2	0	05 35 18.471	-05 39 19.80	20.9275	0.1452	1	20.3381	0.1496	1	16.7836	0.0307	1	15.8129	0.0171	1
5058	1409	83.826962	-5.6555	2	0	05 35 18.471	-05 39 19.80	21.2373	0.0931	1	20.607	0.1029	1	16.6696	0.0298	1	15.8358	0.0162	1
5351	1411	83.832504	-5.628094	1	0	05 35 19.801	-05 37 41.14	22.3018	0.2029	1	       	21.7204	2	19.9516	0.2262	1	17.6535	0.0492	1
4738	1412	83.822867	-5.657931	2	0	05 35 17.488	-05 39 28.55	17.5	0.0135	1	16.5349	0.0145	1	13.6635	0.0112	1	13.2894	0.0108	1
4738	1412	83.822867	-5.657931	2	0	05 35 17.488	-05 39 28.55	17.5934	0.0136	1	16.5685	0.0132	1	13.7127	0.0111	1	13.3422	0.0109	1
5170	1414	83.8291	-5.626817	1	0	05 35 18.984	-05 37 36.54	17.4903	0.013	1	16.5376	0.0129	1	13.4684	0.0111	1	13.0272	0.0106	1
5251	1415	83.830633	-5.620539	1	0	05 35 19.352	-05 37 13.94	       	22.3505	2	       	       	0	19.6509	0.1858	1	18.4284	0.0743	1
5176	1416	83.829142	-5.627442	1	0	05 35 18.994	-05 37 38.79	20.2477	0.0493	1	19.2584	0.0404	1	17.965	0.0913	1	14.8289	0.0126	1
5282	1417	83.831208	-5.614344	1	0	05 35 19.490	-05 36 51.64	19.1825	0.0296	1	18.2494	0.0242	1	14.7667	0.0124	1	13.9746	0.011	1
5172	1418	83.829117	-5.623164	1	0	05 35 18.988	-05 37 23.39	       	22.3388	2	       	21.7252	2	       	19.7262	2	17.3302	0.0375	1
5315	1419	83.831742	-5.613372	1	0	05 35 19.618	-05 36 48.14	       	22.2127	2	       	21.616	2	       	19.7105	2	18.988	0.0941	1
5263	1420	83.830762	-5.613233	1	0	05 35 19.383	-05 36 47.64	       	22.2961	2	       	21.7654	2	20.1893	0.2722	1	17.556	0.0412	1
4529	1421	83.820075	-5.654694	2	0	05 35 16.818	-05 39 16.90	21.2453	0.1548	1	21.1089	0.2311	1	16.7456	0.0284	1	15.5302	0.0143	1
4529	1421	83.820075	-5.654694	2	0	05 35 16.818	-05 39 16.90	21.4356	0.1147	1	20.9093	0.1459	1	16.885	0.0361	1	15.5528	0.0154	1
4093	1423	83.813767	-5.665583	1	1	05 35 15.304	-05 39 56.10	19.5867	0.0388	1	18.6478	0.0299	1	15.0103	0.013	1	13.9322	0.011	1
4017	1424	83.812133	-5.610856	2	0	05 35 14.912	-05 36 39.08	19.4525	0.0374	1	18.778	0.0305	1	15.0213	0.0131	1	14.2824	0.0112	1
4017	1424	83.812133	-5.610856	2	0	05 35 14.912	-05 36 39.08	19.8787	0.0607	1	19.2946	0.0619	1	15.2418	0.0149	1	14.6008	0.0123	1
3750	1426	83.807367	-5.652789	1	0	05 35 13.768	-05 39 10.04	15.3895	0.0105	1	14.6277	0.0105	1	12.1335	0.0103	1	12.0087	0.0102	1
3993	1427	83.811996	-5.634831	1	0	05 35 14.879	-05 38 05.39	18.3936	0.0184	1	17.7848	0.0186	1	14.642	0.0122	1	14.0228	0.0112	1
4377	1428	83.817792	-5.623122	1	0	05 35 16.270	-05 37 23.24	       	22.0423	2	       	22.6015	2	20.1742	0.2855	1	18.2672	0.0662	1
3552	1429	83.803463	-5.652122	1	0	05 35 12.831	-05 39 07.64	20.3832	0.052	1	18.9628	0.0335	1	15.2456	0.0142	1	14.5388	0.0117	1
4291	1430	83.816642	-5.654097	1	0	05 35 15.994	-05 39 14.75	13.858	0.0106	1	12.5576	       	3	10.8099	       	3	10.6672	       	3
4015	1431	83.811254	-5.652997	1	0	05 35 14.701	-05 39 10.79	15.3011	0.0104	1	14.4459	0.0104	1	12.1688	0.0103	1	11.8672	0.0102	1
3568	1432	83.804237	-5.659667	1	0	05 35 13.017	-05 39 34.80	14.1511	0.0102	1	13.6099	0.0103	1	11.4683	0.05	1	11.1655	0.0102	1
3215	1433	83.793392	-5.640111	1	0	05 35 10.414	-05 38 24.40	14.7221	0.0103	1	14.2356	0.0105	1	12.0163	0.0103	1	11.4892	0.0102	1
3640	1434	83.805483	-5.621056	1	0	05 35 13.316	-05 37 15.80	22.4143	0.2356	1	       	21.785	2	19.2679	0.2438	1	17.7112	0.0466	1
3525	1435	83.802875	-5.624736	1	0	05 35 12.690	-05 37 29.05	       	22.3221	2	       	21.7536	2	18.3128	0.0773	1	17.2684	0.0352	1
3493	1436	83.801429	-5.611208	1	0	05 35 12.343	-05 36 40.35	15.8417	0.0106	1	15.0573	0.0107	1	13.0687	0.0105	1	12.8938	0.0105	1
3333	1437	83.796404	-5.614222	1	0	05 35 11.137	-05 36 51.20	18.0676	0.0158	1	17.016	0.0141	1	13.497	0.0108	1	12.7607	0.0106	1
2911	1438	83.783417	-5.612931	1	0	05 35 08.020	-05 36 46.55	21.6329	0.1192	1	21.4782	0.172	1	15.6462	0.0158	1	14.8127	0.0121	1
2941	1439	83.784254	-5.617958	1	0	05 35 08.221	-05 37 04.65	16.6006	0.0113	1	16.8686	0.0138	1	15.6589	0.0169	1	13.6227	0.0109	1
2848	1440	83.780538	-5.644708	1	0	05 35 07.329	-05 38 40.95	       	22.2825	2	       	21.6801	2	17.7591	0.0639	1	17.5214	0.0431	1
